,transaction_date,owner,ticker,asset_description,asset_type,type,amount,comment,party,state,industry,sector,senator,ptr_link,disclosure_date
6116,2016-11-30,Self,CVS,CVS Health Corporation,Stock,Purchase,"$1,001 - $15,000",--,Democrat,MI,Medical/Nursing Services,Health Care,Gary C. Peters,https://efdsearch.senate.gov/search/view/ptr/a1acf60e-03f1-4e23-b9e3-3ac6b7dc1f6f/,2016-12-16
6119,2016-12-14,Self,AMG,"Affiliated Managers Group, Inc.",Stock,Sale (Full),"$1,001 - $15,000",--,Democrat,RI,Investment Managers,Finance,Jack Reed,https://efdsearch.senate.gov/search/view/ptr/0fb8d5eb-e20b-4059-96ae-db537df609c8/,2016-12-15
6121,2016-12-14,Self,INTC,Intel Corporation,Stock,Purchase,"$1,001 - $15,000",--,Democrat,RI,Semiconductors,Technology,Jack Reed,https://efdsearch.senate.gov/search/view/ptr/0fb8d5eb-e20b-4059-96ae-db537df609c8/,2016-12-15
6122,2016-12-14,Self,DHR,Danaher Corporation,Stock,Purchase,"$1,001 - $15,000",--,Democrat,RI,Industrial Machinery/Components,Capital Goods,Jack Reed,https://efdsearch.senate.gov/search/view/ptr/0fb8d5eb-e20b-4059-96ae-db537df609c8/,2016-12-15
6124,2016-12-14,Joint,AMG,"Affiliated Managers Group, Inc.",Stock,Sale (Full),"$1,001 - $15,000",--,Democrat,RI,Investment Managers,Finance,Jack Reed,https://efdsearch.senate.gov/search/view/ptr/0fb8d5eb-e20b-4059-96ae-db537df609c8/,2016-12-15
6126,2016-12-14,Joint,DHR,Danaher Corporation,Stock,Purchase,"$1,001 - $15,000",--,Democrat,RI,Industrial Machinery/Components,Capital Goods,Jack Reed,https://efdsearch.senate.gov/search/view/ptr/0fb8d5eb-e20b-4059-96ae-db537df609c8/,2016-12-15
6128,2016-11-28,Child,GILD,Gilead Sciences Inc.,Stock,Purchase,"$1,001 - $15,000",--,Democrat,RI,Biotechnology: Biological Products (No Diagnostic Substances),Health Care,Sheldon Whitehouse,https://efdsearch.senate.gov/search/view/ptr/0b09f334-04bc-4942-b432-d9fcdae80d08/,2016-12-12
6129,2016-11-28,Child,ORCL,Oracle Corporation,Stock,Sale (Full),"$1,001 - $15,000",--,Democrat,RI,Computer Software: Prepackaged Software,Technology,Sheldon Whitehouse,https://efdsearch.senate.gov/search/view/ptr/0b09f334-04bc-4942-b432-d9fcdae80d08/,2016-12-12
6130,2016-11-28,Child,DIS,The Walt Disney Company,Stock,Purchase,"$1,001 - $15,000",--,Democrat,RI,Services-Misc. Amusement & Recreation,Consumer Services,Sheldon Whitehouse,https://efdsearch.senate.gov/search/view/ptr/0b09f334-04bc-4942-b432-d9fcdae80d08/,2016-12-12
6131,2016-11-28,Spouse,GILD,Gilead Sciences Inc.,Stock,Purchase,"$1,001 - $15,000",--,Democrat,RI,Biotechnology: Biological Products (No Diagnostic Substances),Health Care,Sheldon Whitehouse,https://efdsearch.senate.gov/search/view/ptr/0b09f334-04bc-4942-b432-d9fcdae80d08/,2016-12-12
6132,2016-11-28,Spouse,FB,"Facebook, Inc.",Stock,Purchase,"$1,001 - $15,000",--,Democrat,RI,"Computer Software: Programming, Data Processing",Technology,Sheldon Whitehouse,https://efdsearch.senate.gov/search/view/ptr/0b09f334-04bc-4942-b432-d9fcdae80d08/,2016-12-12
6133,2016-11-28,Spouse,AMGN,Amgen Inc.,Stock,Purchase,"$1,001 - $15,000",--,Democrat,RI,Biotechnology: Biological Products (No Diagnostic Substances),Health Care,Sheldon Whitehouse,https://efdsearch.senate.gov/search/view/ptr/0b09f334-04bc-4942-b432-d9fcdae80d08/,2016-12-12
6134,2016-11-15,Joint,GILD,Gilead Sciences Inc.,Stock,Purchase,"$1,001 - $15,000",--,Democrat,RI,Biotechnology: Biological Products (No Diagnostic Substances),Health Care,Sheldon Whitehouse,https://efdsearch.senate.gov/search/view/ptr/0b09f334-04bc-4942-b432-d9fcdae80d08/,2016-12-12
6135,2016-11-15,Joint,MCK,McKesson Corporation,Stock,Purchase,"$1,001 - $15,000",--,Democrat,RI,Other Pharmaceuticals,Health Care,Sheldon Whitehouse,https://efdsearch.senate.gov/search/view/ptr/0b09f334-04bc-4942-b432-d9fcdae80d08/,2016-12-12
6136,2016-11-15,Joint,GOOGL,Alphabet Inc.,Stock,Purchase,"$1,001 - $15,000",--,Democrat,RI,"Computer Software: Programming, Data Processing",Technology,Sheldon Whitehouse,https://efdsearch.senate.gov/search/view/ptr/0b09f334-04bc-4942-b432-d9fcdae80d08/,2016-12-12
6137,2016-11-15,Joint,ABT,Abbott Laboratories,Stock,Purchase,"$1,001 - $15,000",--,Democrat,RI,Major Pharmaceuticals,Health Care,Sheldon Whitehouse,https://efdsearch.senate.gov/search/view/ptr/0b09f334-04bc-4942-b432-d9fcdae80d08/,2016-12-12
6138,2016-11-15,Joint,BA,The Boeing Company,Stock,Purchase,"$1,001 - $15,000",--,Democrat,RI,Aerospace,Capital Goods,Sheldon Whitehouse,https://efdsearch.senate.gov/search/view/ptr/0b09f334-04bc-4942-b432-d9fcdae80d08/,2016-12-12
6139,2016-11-15,Joint,DIS,The Walt Disney Company,Stock,Purchase,"$1,001 - $15,000",--,Democrat,RI,Services-Misc. Amusement & Recreation,Consumer Services,Sheldon Whitehouse,https://efdsearch.senate.gov/search/view/ptr/0b09f334-04bc-4942-b432-d9fcdae80d08/,2016-12-12
6140,2016-11-15,Self,SBUX,Starbucks Corporation,Stock,Purchase,"$1,001 - $15,000",--,Democrat,RI,Restaurants,Consumer Services,Sheldon Whitehouse,https://efdsearch.senate.gov/search/view/ptr/0b09f334-04bc-4942-b432-d9fcdae80d08/,2016-12-12
6141,2016-11-15,Self,UL,Unilever PLC,Stock,Sale (Full),"$15,001 - $50,000",--,Democrat,RI,Package Goods/Cosmetics,Basic Industries,Sheldon Whitehouse,https://efdsearch.senate.gov/search/view/ptr/0b09f334-04bc-4942-b432-d9fcdae80d08/,2016-12-12
6142,2016-11-15,Self,JCI,Johnson Controls International plc,Stock,Purchase,"$1,001 - $15,000",--,Democrat,RI,Other Consumer Services,Consumer Services,Sheldon Whitehouse,https://efdsearch.senate.gov/search/view/ptr/0b09f334-04bc-4942-b432-d9fcdae80d08/,2016-12-12
6143,2016-11-28,Self,GILD,Gilead Sciences Inc.,Stock,Purchase,"$1,001 - $15,000",--,Democrat,RI,Biotechnology: Biological Products (No Diagnostic Substances),Health Care,Sheldon Whitehouse,https://efdsearch.senate.gov/search/view/ptr/0b09f334-04bc-4942-b432-d9fcdae80d08/,2016-12-12
6144,2016-11-28,Self,ORCL,Oracle Corporation,Stock,Sale (Partial),"$1,001 - $15,000",--,Democrat,RI,Computer Software: Prepackaged Software,Technology,Sheldon Whitehouse,https://efdsearch.senate.gov/search/view/ptr/0b09f334-04bc-4942-b432-d9fcdae80d08/,2016-12-12
6145,2016-11-28,Self,DEO,Diageo plc,Stock,Purchase,"$1,001 - $15,000",--,Democrat,RI,Beverages (Production/Distribution),Consumer Non-Durables,Sheldon Whitehouse,https://efdsearch.senate.gov/search/view/ptr/0b09f334-04bc-4942-b432-d9fcdae80d08/,2016-12-12
6146,2016-11-23,Self,MDU,"MDU Resources Group, Inc.",Stock,Sale (Full),"$100,001 - $250,000",--,Republican,ND,Consumer Electronics/Appliances,Industrials,John Hoeven,https://efdsearch.senate.gov/search/view/ptr/33d29259-5947-4ac6-bdb8-940d752466c9/,2016-12-07
6147,2016-11-25,Self,PFE,Pfizer Inc.,Stock,Purchase,"$50,001 - $100,000",--,Republican,ND,Major Pharmaceuticals,Health Care,John Hoeven,https://efdsearch.senate.gov/search/view/ptr/33d29259-5947-4ac6-bdb8-940d752466c9/,2016-12-07
6148,2016-11-23,Self,AMGN,Amgen Inc.,Stock,Purchase,"$50,001 - $100,000",--,Republican,ND,Biotechnology: Biological Products (No Diagnostic Substances),Health Care,John Hoeven,https://efdsearch.senate.gov/search/view/ptr/33d29259-5947-4ac6-bdb8-940d752466c9/,2016-12-07
6150,2016-12-01,Self,CERN,Cerner Corporation,Stock,Purchase,"$50,001 - $100,000",--,Republican,OK,EDP Services,Technology,James M. Inhofe,https://efdsearch.senate.gov/search/view/ptr/b841b834-995b-497a-a3b6-f4ca11c9c7ee/,2016-12-06
6151,2016-11-15,Self,CTSH,Cognizant Technology Solutions Corporation,Stock,Sale (Full),"$15,001 - $50,000",--,Republican,OK,EDP Services,Technology,James M. Inhofe,https://efdsearch.senate.gov/search/view/ptr/b841b834-995b-497a-a3b6-f4ca11c9c7ee/,2016-12-06
6152,2016-12-02,Joint,DIS,The Walt Disney Company,Stock,Purchase,"$1,001 - $15,000",--,Republican,GA,Services-Misc. Amusement & Recreation,Consumer Services,David Perdue,https://efdsearch.senate.gov/search/view/ptr/220d9ddf-1dbe-4955-a86e-ae084f710a78/,2016-12-06
6153,2016-12-02,Joint,BAC,Bank of America Corporation,Stock,Sale (Partial),"$1,001 - $15,000",--,Republican,GA,Major Banks,Finance,David Perdue,https://efdsearch.senate.gov/search/view/ptr/220d9ddf-1dbe-4955-a86e-ae084f710a78/,2016-12-06
6155,2016-12-01,Joint,DIS,The Walt Disney Company,Stock,Purchase,"$1,001 - $15,000",--,Republican,GA,Services-Misc. Amusement & Recreation,Consumer Services,David Perdue,https://efdsearch.senate.gov/search/view/ptr/220d9ddf-1dbe-4955-a86e-ae084f710a78/,2016-12-06
6156,2016-11-29,Joint,ENTG,"Entegris, Inc.",Stock,Sale (Partial),"$1,001 - $15,000",--,Republican,GA,Plastic Products,Consumer Non-Durables,David Perdue,https://efdsearch.senate.gov/search/view/ptr/220d9ddf-1dbe-4955-a86e-ae084f710a78/,2016-12-06
6157,2016-11-28,Joint,DIS,The Walt Disney Company,Stock,Purchase,"$1,001 - $15,000",--,Republican,GA,Services-Misc. Amusement & Recreation,Consumer Services,David Perdue,https://efdsearch.senate.gov/search/view/ptr/220d9ddf-1dbe-4955-a86e-ae084f710a78/,2016-12-06
6158,2016-11-25,Joint,ENTG,"Entegris, Inc.",Stock,Sale (Partial),"$1,001 - $15,000",--,Republican,GA,Plastic Products,Consumer Non-Durables,David Perdue,https://efdsearch.senate.gov/search/view/ptr/220d9ddf-1dbe-4955-a86e-ae084f710a78/,2016-12-06
6159,2016-11-23,Joint,FOXA,"Twenty-First Century Fox, Inc.",Stock,Sale (Partial),"$1,001 - $15,000",--,Republican,GA,Broadcasting,Consumer Services,David Perdue,https://efdsearch.senate.gov/search/view/ptr/220d9ddf-1dbe-4955-a86e-ae084f710a78/,2016-12-06
6160,2016-11-18,Joint,FEYE,"FireEye, Inc.",Stock,Purchase,"$1,001 - $15,000",--,Republican,GA,Computer peripheral equipment,Technology,David Perdue,https://efdsearch.senate.gov/search/view/ptr/220d9ddf-1dbe-4955-a86e-ae084f710a78/,2016-12-06
6161,2016-11-18,Joint,WMB,"Williams Companies, Inc.",Stock,Purchase,"$15,001 - $50,000",--,Republican,GA,Natural Gas Distribution,Public Utilities,David Perdue,https://efdsearch.senate.gov/search/view/ptr/220d9ddf-1dbe-4955-a86e-ae084f710a78/,2016-12-06
6162,2016-11-18,Joint,SE,Spectra Energy Corp.,Stock,Sale (Partial),"$15,001 - $50,000",--,Republican,GA,Other Consumer Services,Consumer Services,David Perdue,https://efdsearch.senate.gov/search/view/ptr/220d9ddf-1dbe-4955-a86e-ae084f710a78/,2016-12-06
6163,2016-11-18,Joint,SLB,Schlumberger Limited,Stock,Purchase,"$15,001 - $50,000",--,Republican,GA,Oilfield Services/Equipment,Energy,David Perdue,https://efdsearch.senate.gov/search/view/ptr/220d9ddf-1dbe-4955-a86e-ae084f710a78/,2016-12-06
6164,2016-11-18,Joint,WMB,"Williams Companies, Inc.",Stock,Purchase,"$15,001 - $50,000",--,Republican,GA,Natural Gas Distribution,Public Utilities,David Perdue,https://efdsearch.senate.gov/search/view/ptr/220d9ddf-1dbe-4955-a86e-ae084f710a78/,2016-12-06
6165,2016-11-18,Joint,SE,Spectra Energy Corp.,Stock,Sale (Partial),"$15,001 - $50,000",--,Republican,GA,Other Consumer Services,Consumer Services,David Perdue,https://efdsearch.senate.gov/search/view/ptr/220d9ddf-1dbe-4955-a86e-ae084f710a78/,2016-12-06
6166,2016-11-18,Joint,KHC,The Kraft Heinz Company,Stock,Purchase,"$1,001 - $15,000",--,Republican,GA,Packaged Foods,Consumer Non-Durables,David Perdue,https://efdsearch.senate.gov/search/view/ptr/220d9ddf-1dbe-4955-a86e-ae084f710a78/,2016-12-06
6167,2016-11-18,Joint,EXR,Extra Space Storage Inc.,Stock,Purchase,"$1,001 - $15,000",--,Republican,GA,Real Estate Investment Trusts,Real Estate,David Perdue,https://efdsearch.senate.gov/search/view/ptr/220d9ddf-1dbe-4955-a86e-ae084f710a78/,2016-12-06
6168,2016-11-18,Joint,EXR,Extra Space Storage Inc.,Stock,Purchase,"$15,001 - $50,000",--,Republican,GA,Real Estate Investment Trusts,Real Estate,David Perdue,https://efdsearch.senate.gov/search/view/ptr/220d9ddf-1dbe-4955-a86e-ae084f710a78/,2016-12-06
6169,2016-11-18,Joint,DIS,The Walt Disney Company,Stock,Purchase,"$1,001 - $15,000",--,Republican,GA,Services-Misc. Amusement & Recreation,Consumer Services,David Perdue,https://efdsearch.senate.gov/search/view/ptr/220d9ddf-1dbe-4955-a86e-ae084f710a78/,2016-12-06
6170,2016-11-18,Joint,DIS,The Walt Disney Company,Stock,Purchase,"$1,001 - $15,000",--,Republican,GA,Services-Misc. Amusement & Recreation,Consumer Services,David Perdue,https://efdsearch.senate.gov/search/view/ptr/220d9ddf-1dbe-4955-a86e-ae084f710a78/,2016-12-06
6171,2016-11-17,Joint,BAC,Bank of America Corporation,Stock,Sale (Partial),"$1,001 - $15,000",--,Republican,GA,Major Banks,Finance,David Perdue,https://efdsearch.senate.gov/search/view/ptr/220d9ddf-1dbe-4955-a86e-ae084f710a78/,2016-12-06
6172,2016-11-17,Joint,BAC,Bank of America Corporation,Stock,Sale (Partial),"$1,001 - $15,000",--,Republican,GA,Major Banks,Finance,David Perdue,https://efdsearch.senate.gov/search/view/ptr/220d9ddf-1dbe-4955-a86e-ae084f710a78/,2016-12-06
6173,2016-11-16,Joint,BAC,Bank of America Corporation,Stock,Sale (Partial),"$1,001 - $15,000",--,Republican,GA,Major Banks,Finance,David Perdue,https://efdsearch.senate.gov/search/view/ptr/220d9ddf-1dbe-4955-a86e-ae084f710a78/,2016-12-06
6174,2016-11-15,Joint,DIS,The Walt Disney Company,Stock,Purchase,"$1,001 - $15,000",--,Republican,GA,Services-Misc. Amusement & Recreation,Consumer Services,David Perdue,https://efdsearch.senate.gov/search/view/ptr/220d9ddf-1dbe-4955-a86e-ae084f710a78/,2016-12-06
6175,2016-11-15,Joint,DIS,The Walt Disney Company,Stock,Purchase,"$1,001 - $15,000",--,Republican,GA,Services-Misc. Amusement & Recreation,Consumer Services,David Perdue,https://efdsearch.senate.gov/search/view/ptr/220d9ddf-1dbe-4955-a86e-ae084f710a78/,2016-12-06
6178,2016-11-11,Joint,GEL,Genesis Energy LP,Stock,Sale (Partial),"$1,001 - $15,000",--,Republican,GA,Natural Gas Distribution,Energy,David Perdue,https://efdsearch.senate.gov/search/view/ptr/220d9ddf-1dbe-4955-a86e-ae084f710a78/,2016-12-06
6179,2016-11-11,Joint,WMB,"Williams Companies, Inc.",Stock,Purchase,"$1,001 - $15,000",--,Republican,GA,Natural Gas Distribution,Public Utilities,David Perdue,https://efdsearch.senate.gov/search/view/ptr/220d9ddf-1dbe-4955-a86e-ae084f710a78/,2016-12-06
6180,2016-11-11,Joint,DIS,The Walt Disney Company,Stock,Purchase,"$1,001 - $15,000",--,Republican,GA,Services-Misc. Amusement & Recreation,Consumer Services,David Perdue,https://efdsearch.senate.gov/search/view/ptr/220d9ddf-1dbe-4955-a86e-ae084f710a78/,2016-12-06
6181,2016-11-10,Joint,WMB,"Williams Companies, Inc.",Stock,Purchase,"$1,001 - $15,000",--,Republican,GA,Natural Gas Distribution,Public Utilities,David Perdue,https://efdsearch.senate.gov/search/view/ptr/220d9ddf-1dbe-4955-a86e-ae084f710a78/,2016-12-06
6182,2016-11-10,Joint,WMB,"Williams Companies, Inc.",Stock,Purchase,"$1,001 - $15,000",--,Republican,GA,Natural Gas Distribution,Public Utilities,David Perdue,https://efdsearch.senate.gov/search/view/ptr/220d9ddf-1dbe-4955-a86e-ae084f710a78/,2016-12-06
6183,2016-11-10,Joint,WMB,"Williams Companies, Inc.",Stock,Purchase,"$1,001 - $15,000",--,Republican,GA,Natural Gas Distribution,Public Utilities,David Perdue,https://efdsearch.senate.gov/search/view/ptr/220d9ddf-1dbe-4955-a86e-ae084f710a78/,2016-12-06
6184,2016-11-10,Joint,DIS,The Walt Disney Company,Stock,Purchase,"$15,001 - $50,000",--,Republican,GA,Services-Misc. Amusement & Recreation,Consumer Services,David Perdue,https://efdsearch.senate.gov/search/view/ptr/220d9ddf-1dbe-4955-a86e-ae084f710a78/,2016-12-06
6185,2016-11-10,Joint,DIS,The Walt Disney Company,Stock,Purchase,"$1,001 - $15,000",--,Republican,GA,Services-Misc. Amusement & Recreation,Consumer Services,David Perdue,https://efdsearch.senate.gov/search/view/ptr/220d9ddf-1dbe-4955-a86e-ae084f710a78/,2016-12-06
6187,2016-11-08,Joint,BAX,Baxter International Inc.,Stock,Sale (Partial),"$1,001 - $15,000",--,Republican,GA,Medical/Dental Instruments,Health Care,David Perdue,https://efdsearch.senate.gov/search/view/ptr/220d9ddf-1dbe-4955-a86e-ae084f710a78/,2016-12-06
6188,2016-11-08,Joint,WLK,Westlake Chemical Corp.,Stock,Purchase,"$1,001 - $15,000",--,Republican,GA,Major Chemicals,Basic Industries,David Perdue,https://efdsearch.senate.gov/search/view/ptr/220d9ddf-1dbe-4955-a86e-ae084f710a78/,2016-12-06
6192,2016-11-07,Joint,BAX,Baxter International Inc.,Stock,Sale (Partial),"$1,001 - $15,000",--,Republican,GA,Medical/Dental Instruments,Health Care,David Perdue,https://efdsearch.senate.gov/search/view/ptr/220d9ddf-1dbe-4955-a86e-ae084f710a78/,2016-12-06
6194,2016-11-07,Joint,MOS,The Mosaic Company,Stock,Purchase,"$100,001 - $250,000",--,Republican,GA,Agricultural Chemicals,Basic Industries,David Perdue,https://efdsearch.senate.gov/search/view/ptr/220d9ddf-1dbe-4955-a86e-ae084f710a78/,2016-12-06
6198,2016-11-14,Spouse,SCCO,Southern Copper Corporation,Stock,Sale (Full),"$1,001 - $15,000",--,Democrat,DE,Metal Mining,Basic Materials,Thomas R. Carper,https://efdsearch.senate.gov/search/view/ptr/071a80e8-aac3-44cb-bd6e-7a7ad9f5f7b5/,2016-12-01
6199,2016-11-08,Spouse,ASIX,AdvanSix Inc.,Stock,Sale (Full),"$1,001 - $15,000",--,Democrat,DE,Major Chemicals,Industrials,Thomas R. Carper,https://efdsearch.senate.gov/search/view/ptr/071a80e8-aac3-44cb-bd6e-7a7ad9f5f7b5/,2016-12-01
6200,2016-11-14,Spouse,NOC,Northrop Grumman Corporation,Stock,Purchase,"$1,001 - $15,000",r,Republican,KS,Industrial Machinery/Components,Capital Goods,Pat Roberts,https://efdsearch.senate.gov/search/view/ptr/48c2f7d9-a851-4012-bbf6-3ae1231796d9/,2016-12-01
6201,2016-11-14,Spouse,COST,Costco Wholesale Corporation,Stock,Purchase,"$15,001 - $50,000",r,Republican,KS,Department/Specialty Retail Stores,Consumer Services,Pat Roberts,https://efdsearch.senate.gov/search/view/ptr/48c2f7d9-a851-4012-bbf6-3ae1231796d9/,2016-12-01
6203,2016-11-22,Joint,PFS,"Provident Financial Services, Inc.",Stock,Sale (Partial),"$15,001 - $50,000",--,Republican,PA,Savings Institutions,Finance,Patrick J. Toomey,https://efdsearch.senate.gov/search/view/ptr/3633fc79-a5ec-404f-99e1-d1ac6aa199d8/,2016-11-29
6205,2016-11-23,Joint,TMO,Thermo Fisher Scientific Inc.,Stock,Purchase,"$1,001 - $15,000",--,Democrat,RI,Industrial Machinery/Components,Capital Goods,Jack Reed,https://efdsearch.senate.gov/search/view/ptr/99a7a983-4c6d-4ee4-aa35-af8253d28f4a/,2016-11-28
6207,2016-11-23,Joint,ISRG,"Intuitive Surgical, Inc.",Stock,Purchase,"$1,001 - $15,000",--,Democrat,RI,Industrial Specialties,Health Care,Jack Reed,https://efdsearch.senate.gov/search/view/ptr/99a7a983-4c6d-4ee4-aa35-af8253d28f4a/,2016-11-28
6210,2016-11-23,Self,FEYE,"FireEye, Inc.",Stock,Sale (Full),"$1,001 - $15,000",--,Democrat,RI,Computer peripheral equipment,Technology,Jack Reed,https://efdsearch.senate.gov/search/view/ptr/33adc80e-a7e9-443d-95d2-269d4b027478/,2016-11-28
6213,2016-11-23,Self,ISRG,"Intuitive Surgical, Inc.",Stock,Purchase,"$1,001 - $15,000",--,Democrat,RI,Industrial Specialties,Health Care,Jack Reed,https://efdsearch.senate.gov/search/view/ptr/33adc80e-a7e9-443d-95d2-269d4b027478/,2016-11-28
6215,2016-11-23,Self,TMO,Thermo Fisher Scientific Inc.,Stock,Purchase,"$1,001 - $15,000",--,Democrat,RI,Industrial Machinery/Components,Capital Goods,Jack Reed,https://efdsearch.senate.gov/search/view/ptr/33adc80e-a7e9-443d-95d2-269d4b027478/,2016-11-28
6217,2016-10-31,Spouse,CVX,Chevron Corporation,Stock,Sale (Partial),"$1,001 - $15,000",--,Republican,LA,Integrated oil Companies,Energy,Bill Cassidy,https://efdsearch.senate.gov/search/view/ptr/36884c7d-49e1-4b08-82a7-f567270ac9dd/,2016-11-21
